--------- beginning of /dev/log/main
01-07 03:11:40.216 E/wpa_supplicant(  946): CMD: PING
01-07 03:12:37.322 I/dun_service(  115): Ignoring the event DUN_EVENT_RMNET_DOWN in IDLE_STATE
01-07 03:12:37.322 I/dun_service(  115): Moved to state(DUN_STATE_IDLE)
01-07 03:12:37.322 I/wpa_supplicant(  967): wlan0: CTRL-EVENT-STATE-CHANGE id=-1 state=2 BSSID=00:00:00:00:00:00
01-07 03:12:37.322 D/wpa_supplicant(  967): wpa_state_to_wapi_state wpa_state : 2 change to wapi_state
01-07 03:12:37.322 D/wpa_supplicant(  967): wpa_supplicant_set_state wapi_state : 2
01-07 03:12:37.322 D/wpa_supplicant(  967): WPS: Set UUID for interface wlan0
01-07 03:12:37.362 V/DATA    (  288): [DCT(0) ] intent received :android.net.wifi.WIFI_STATE_CHANGED
01-07 03:12:37.362 E/WifiService(  203): setWifiEnabledState:2->3
01-07 03:12:37.372 E/WifiEnabler(  712): handleWifiStateChanged(): (3)
01-07 03:12:37.402 D/wpa_supplicant(  967): EAPOL: SUPP_PAE entering state DISCONNECTED
01-07 03:12:37.432 D/wpa_supplicant(  967): EAPOL: Supplicant port status: Unauthorized
01-07 03:12:37.432 D/wpa_supplicant(  967): nl80211: wpa_driver_nl80211_check_iface iface is UP
01-07 03:12:37.432 D/wpa_supplicant(  967): EAPOL: KEY_RX entering state NO_KEY_RECEIVE
01-07 03:12:37.432 D/wpa_supplicant(  967): EAPOL: SUPP_BE entering state INITIALIZE
01-07 03:12:37.432 D/wpa_supplicant(  967): EAP: EAP entering state DISABLED
01-07 03:12:37.432 D/wpa_supplicant(  967): EAPOL: Supplicant port status: Unauthorized
01-07 03:12:37.432 D/wpa_supplicant(  967): nl80211: wpa_driver_nl80211_check_iface iface is UP
01-07 03:12:37.432 D/wpa_supplicant(  967): EAPOL: Supplicant port status: Unauthorized
01-07 03:12:37.432 D/wpa_supplicant(  967): nl80211: wpa_driver_nl80211_check_iface iface is UP
01-07 03:12:37.432 D/wpa_supplicant(  967): nl80211: wpa_driver_nl80211_check_iface iface is UP
01-07 03:12:37.432 D/wpa_supplicant(  967): nl80211: Set TX rates failed: ret=-95 (Operation not supported on transport endpoint)
01-07 03:12:37.432 D/wpa_supplicant(  967): P2P: Failed to disable 11b rates
01-07 03:12:37.432 E/wpa_supplicant(  967): nl80211: issue private commands P2P_DEV_ADDR
01-07 03:12:37.432 E/wpa_supplicant(  967): wpa_driver_priv_driver_cmd 	# ªV_ADDR len = 0, 12
01-07 03:12:37.432 E/wpa_supplicant(  967): P2P: Device address (02:09:23:20:11:aa)
01-07 03:12:37.432 D/wpa_supplicant(  967): P2P: Device address (02:09:23:20:11:aa)
01-07 03:12:37.432 D/wpa_supplicant(  967): P2P: Own listen channel: 1
01-07 03:12:37.432 W/CNE     (  203): DhcpInfo obj is NULL. V4 address is not yet available.
01-07 03:12:37.432 D/WifiStateTracker(  203): requestConnectionInfo
01-07 03:12:37.432 D/WifiStateTracker(  203): requestConnectionStatus
01-07 03:12:37.442 D/wpa_supplicant(  967): P2P: Random operating channel: 81:6
01-07 03:12:37.442 D/wpa_supplicant(  967): nl80211: wpa_driver_nl80211_check_iface iface is UP
01-07 03:12:37.442 D/wpa_supplicant(  967): nl80211: Regulatory information - country=00
01-07 03:12:37.452 D/wpa_supplicant(  967): nl80211: 2402-2472 @ 40 MHz
01-07 03:12:37.452 D/wpa_supplicant(  967): nl80211: 2457-2482 @ 20 MHz
01-07 03:12:37.452 D/wpa_supplicant(  967): nl80211: 2474-2494 @ 20 MHz
01-07 03:12:37.452 D/wpa_supplicant(  967): nl80211: 5170-5250 @ 40 MHz
01-07 03:12:37.452 D/wpa_supplicant(  967): nl80211: 5735-5835 @ 40 MHz
01-07 03:12:37.452 D/wpa_supplicant(  967): nl80211: Added 802.11b mode based on 802.11g information
01-07 03:12:37.452 D/wpa_supplicant(  967): P2P: Add operating class 81
01-07 03:12:37.452 D/wpa_supplicant(  967): P2P: Add operating class 115
01-07 03:12:37.452 D/wpa_supplicant(  967): P2P: Add operating class 124
01-07 03:12:37.452 D/wpa_supplicant(  967): random: Got 20/20 bytes from /dev/random
01-07 03:12:37.452 D/wpa_supplicant(  967): RTM_NEWLINK: operstate=0 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
01-07 03:12:37.452 D/wpa_supplicant(  967): RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
01-07 03:12:37.452 D/wpa_supplicant(  967): RTM_NEWLINK: operstate=0 ifi_flags=0x11003 ([UP][LOWER_UP])
01-07 03:12:37.452 D/wpa_supplicant(  967): RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
01-07 03:12:37.472 I/WifiSettings(  712): There is not any configured AP
01-07 03:12:37.943 V/WifiStateTracker(  203): handleMessage(): msg.what= 15
01-07 03:12:37.943 V/DATA    (  288): [DCT(0) ] intent received :android.net.wifi.STATE_CHANGE
01-07 03:12:38.433 D/wpa_supplicant(  967): EAPOL: disable timer tick
01-07 03:12:38.433 D/wpa_supplicant(  967): EAPOL: Supplicant port status: Unauthorized
01-07 03:12:38.433 D/wpa_supplicant(  967): nl80211: wpa_driver_nl80211_check_iface iface is UP
01-07 03:12:40.315 E/wpa_supplicant(  203): wpa_ctrl_open ctrl_patch = wlan0
01-07 03:12:40.315 E/wpa_supplicant(  203): wpa_ctrl_open Socket OK
01-07 03:12:40.315 E/wpa_supplicant(  203): wpa_ctrl_open Socket OK patch=/data/misc/wifi/sockets/wpa_ctrl_203-41, ret= 39
01-07 03:12:40.315 E/wpa_supplicant(  203): wpa_ctrl_open Socket OK 1 ctrl_path wlan0
01-07 03:12:40.315 E/wpa_supplicant(  203): wpa_ctrl_open ctrl_patch = wlan0
01-07 03:12:40.315 E/wpa_supplicant(  203): wpa_ctrl_open Socket OK
01-07 03:12:40.315 E/wpa_supplicant(  203): wpa_ctrl_open Socket OK patch=/data/misc/wifi/sockets/wpa_ctrl_203-42, ret= 39
01-07 03:12:40.315 E/wpa_supplicant(  203): wpa_ctrl_open Socket OK 1 ctrl_path wlan0
01-07 03:12:40.315 V/WifiStateTracker(  203): handleMessage(): msg.what= 1
01-07 03:12:40.315 E/wpa_supplicant(  967): CMD: STATUS
01-07 03:12:40.315 D/wpa_supplicant(  967): REPLY: wpa_state=INACTIVE
01-07 03:12:40.315 D/wpa_supplicant(  967): p2p_device_address=02:09:23:20:11:aa
01-07 03:12:40.315 D/wpa_supplicant(  967): address=00:09:23:20:11:aa
01-07 03:12:40.315 E/wpa_supplicant(  967): CMD: DRIVER RSSI-APPROX
01-07 03:12:40.315 E/wpa_supplicant(  967): nl80211: issue private commands RSSI-APPROX
01-07 03:12:40.325 E/wpa_supplicant(  967): wpa_driver_priv_driver_cmd  rssi 0 len = 7, 7
01-07 03:12:40.325 D/wpa_supplicant(  967): REPLY:  rssi 0
01-07 03:12:40.325 E/wpa_supplicant(  967): CMD: DRIVER LINKSPEED
01-07 03:12:40.325 E/wpa_supplicant(  967): nl80211: issue private commands LINKSPEED
01-07 03:12:40.325 E/wpa_supplicant(  967): wpa_driver_priv_driver_cmd LinkSpeed 65 len = 12, 12
01-07 03:12:40.325 D/wpa_supplicant(  967): REPLY: LinkSpeed 65
01-07 03:12:40.325 W/CNE     (  203): DhcpInfo obj is NULL. V4 address is not yet available.
01-07 03:12:40.335 E/wpa_supplicant(  967): CMD: LIST_NETWORKS
01-07 03:12:40.335 D/wpa_supplicant(  967): REPLY: network id / ssid / bssid / flags
01-07 03:12:40.335 E/wpa_supplicant(  967): CMD: DRIVER MACADDR
01-07 03:12:40.335 E/wpa_supplicant(  967): nl80211: issue private commands MACADDR
01-07 03:12:40.335 E/wpa_supplicant(  967): wpa_driver_priv_driver_cmd OK len = 0, 2
01-07 03:12:40.335 D/wpa_supplicant(  967): REPLY: OK
01-07 03:12:40.335 E/wpa_supplicant(  967): CMD: BLACKLIST clear
01-07 03:12:40.335 D/wpa_supplicant(  967): REPLY: OK
01-07 03:12:40.335 E/wpa_supplicant(  967): CMD: SCAN_RESULTS
01-07 03:12:40.335 D/wpa_supplicant(  967): REPLY: bssid / frequency / signal level / flags / ssid
01-07 03:12:40.335 E/WifiService(  203): setWifiEnabledBlocking(true, false, 1000)
01-07 03:12:40.335 E/WifiService(  203): setWifiEnabledBlocking(true, false, 1000)
01-07 03:12:40.335 E/WifiService(  203): setWifiEnabledBlocking(true, false, 1000)
01-07 03:12:40.335 E/WifiService(  203): setWifiEnabledBlocking(true, false, 1000)
01-07 03:12:40.345 D/WifiStateTracker(  203): requestConnectionInfo
01-07 03:12:40.345 D/WifiStateTracker(  203): requestConnectionStatus
01-07 03:12:40.345 E/wpa_supplicant(  967): CMD: STATUS
01-07 03:12:40.345 D/wpa_supplicant(  967): REPLY: wpa_state=INACTIVE
01-07 03:12:40.345 D/wpa_supplicant(  967): p2p_device_address=02:09:23:20:11:aa
01-07 03:12:40.345 D/wpa_supplicant(  967): address=00:09:23:20:11:aa
01-07 03:12:40.345 E/wpa_supplicant(  967): CMD: DRIVER RSSI-APPROX
01-07 03:12:40.345 E/wpa_supplicant(  967): nl80211: issue private commands RSSI-APPROX
01-07 03:12:40.355 E/wpa_supplicant(  967): wpa_driver_priv_driver_cmd  rssi 0 len = 7, 7
01-07 03:12:40.355 D/wpa_supplicant(  967): REPLY:  rssi 0
01-07 03:12:40.355 E/wpa_supplicant(  967): CMD: DRIVER LINKSPEED
01-07 03:12:40.355 E/wpa_supplicant(  967): nl80211: issue private commands LINKSPEED
01-07 03:12:40.355 E/wpa_supplicant(  967): wpa_driver_priv_driver_cmd LinkSpeed 65 len = 12, 12
01-07 03:12:40.355 D/wpa_supplicant(  967): REPLY: LinkSpeed 65
01-07 03:12:40.355 D/WifiStateTracker(  203): requestConnectionInfo
01-07 03:12:40.355 D/WifiStateTracker(  203): requestConnectionStatus
01-07 03:12:40.355 E/wpa_supplicant(  967): CMD: STATUS
01-07 03:12:40.355 D/wpa_supplicant(  967): REPLY: wpa_state=INACTIVE
01-07 03:12:40.355 D/wpa_supplicant(  967): p2p_device_address=02:09:23:20:11:aa
01-07 03:12:40.355 D/wpa_supplicant(  967): address=00:09:23:20:11:aa
01-07 03:12:40.355 E/wpa_supplicant(  967): CMD: DRIVER RSSI-APPROX
01-07 03:12:40.355 E/wpa_supplicant(  967): nl80211: issue private commands RSSI-APPROX
01-07 03:12:40.355 E/wpa_supplicant(  967): wpa_driver_priv_driver_cmd  rssi 0 len = 7, 7
01-07 03:12:40.355 D/wpa_supplicant(  967): REPLY:  rssi 0
01-07 03:12:40.355 E/wpa_supplicant(  967): CMD: DRIVER LINKSPEED
01-07 03:12:40.355 E/wpa_supplicant(  967): nl80211: issue private commands LINKSPEED
01-07 03:12:40.355 E/wpa_supplicant(  967): wpa_driver_priv_driver_cmd LinkSpeed 65 len = 12, 12
01-07 03:12:40.355 D/wpa_supplicant(  967): REPLY: LinkSpeed 65
01-07 03:12:40.375 D/WifiStateTracker(  203): requestConnectionInfo
01-07 03:12:40.375 D/WifiStateTracker(  203): requestConnectionStatus
01-07 03:12:40.375 E/wpa_supplicant(  967): CMD: STATUS
01-07 03:12:40.375 D/wpa_supplicant(  967): REPLY: wpa_state=INACTIVE
01-07 03:12:40.375 D/wpa_supplicant(  967): p2p_device_address=02:09:23:20:11:aa
01-07 03:12:40.375 D/wpa_supplicant(  967): address=00:09:23:20:11:aa
01-07 03:12:40.375 E/wpa_supplicant(  967): CMD: DRIVER RSSI-APPROX
01-07 03:12:40.375 E/wpa_supplicant(  967): nl80211: issue private commands RSSI-APPROX
01-07 03:12:40.375 D/SettingsAppWidgetProvider(  712): STATE_MAX_LIGHT0
01-07 03:12:40.385 E/wpa_supplicant(  967): wpa_driver_priv_driver_cmd  rssi 0 len = 7, 7
01-07 03:12:40.385 D/wpa_supplicant(  967): REPLY:  rssi 0
01-07 03:12:40.385 E/wpa_supplicant(  967): CMD: DRIVER LINKSPEED
01-07 03:12:40.385 E/wpa_supplicant(  967): nl80211: issue private commands LINKSPEED
01-07 03:12:40.385 E/wpa_supplicant(  967): wpa_driver_priv_driver_cmd LinkSpeed 65 len = 12, 12
01-07 03:12:40.385 D/wpa_supplicant(  967): REPLY: LinkSpeed 65
01-07 03:12:40.385 V/WifiStateTracker(  203): Connection to supplicant established, state=INACTIVE
01-07 03:12:40.385 D/NetworkStateTracker(  203): setDetailed state, old =DISCONNECTED and new state=IDLE
01-07 03:12:40.385 E/wpa_supplicant(  967): CMD: DRIVER RXFILTER-ADD 0
01-07 03:12:40.385 E/wpa_supplicant(  967): nl80211: issue private commands RXFILTER-ADD 0
01-07 03:12:40.385 E/wpa_supplicant(  967): wpa_driver_priv_driver_cmd RXFILTER-ADD 0 len = 0, 14
01-07 03:12:40.385 D/wpa_supplicant(  967): REPLY: OK
01-07 03:12:40.385 E/wpa_supplicant(  967): CMD: DRIVER RXFILTER-ADD 1
01-07 03:12:40.385 E/wpa_supplicant(  967): nl80211: issue private commands RXFILTER-ADD 1
01-07 03:12:40.385 E/wpa_supplicant(  967): nl80211: failed to issue private commands
01-07 03:12:40.385 D/wpa_supplicant(  967): REPLY: FAIL
01-07 03:12:40.385 E/wpa_supplicant(  967): CMD: DRIVER BTCOEXSCAN-STOP
01-07 03:12:40.385 E/wpa_supplicant(  967): nl80211: issue private commands BTCOEXSCAN-STOP
01-07 03:12:40.385 E/wpa_supplicant(  967): wpa_driver_priv_driver_cmd BTCOEXSCAN-STOP len = 0, 15
01-07 03:12:40.385 D/wpa_supplicant(  967): REPLY: OK
01-07 03:12:40.385 D/ConnectivityService(  203): Dropping ConnectivityChange for WIFI: DISCONNECTED/IDLE
01-07 03:12:40.415 E/wpa_supplicant(  967): CMD: DRIVER SCAN-ACTIVE
01-07 03:12:40.415 E/wpa_supplicant(  967): nl80211: issue private commands SCAN-ACTIVE
01-07 03:12:40.425 E/wpa_supplicant(  967): wpa_driver_priv_driver_cmd SCAN-ACTIVE len = 0, 11
01-07 03:12:40.425 D/wpa_supplicant(  967): REPLY: OK
01-07 03:12:40.425 E/wpa_supplicant(  967): CMD: SCAN
01-07 03:12:40.425 D/wpa_supplicant(  967): REPLY: OK
01-07 03:12:40.425 I/wpa_supplicant(  967): wlan0: CTRL-EVENT-STATE-CHANGE id=-1 state=3 BSSID=00:00:00:00:00:00
01-07 03:12:40.425 D/wpa_supplicant(  967): wpa_state_to_wapi_state wpa_state : 3 change to wapi_state
01-07 03:12:40.425 D/wpa_supplicant(  967): wpa_supplicant_set_state wapi_state : 3
01-07 03:12:40.425 D/wpa_supplicant(  967): WPS: Building WPS IE for Probe Request
01-07 03:12:40.425 D/wpa_supplicant(  967): WPS:  * Version (hardcoded 0x10)
01-07 03:12:40.425 D/wpa_supplicant(  967): WPS:  * Request Type
01-07 03:12:40.425 D/wpa_supplicant(  967): WPS:  * Config Methods (2388)
01-07 03:12:40.425 D/wpa_supplicant(  967): WPS:  * UUID-E
01-07 03:12:40.425 D/wpa_supplicant(  967): WPS:  * Primary Device Type
01-07 03:12:40.425 D/wpa_supplicant(  967): WPS:  * RF Bands (3)
01-07 03:12:40.425 D/wpa_supplicant(  967): WPS:  * Association State
01-07 03:12:40.425 D/wpa_supplicant(  967): WPS:  * Configuration Error (0)
01-07 03:12:40.425 D/wpa_supplicant(  967): WPS:  * Device Password ID (0)
01-07 03:12:40.425 D/wpa_supplicant(  967): WPS:  * Manufacturer
01-07 03:12:40.425 D/wpa_supplicant(  967): WPS:  * Model Name
01-07 03:12:40.425 D/wpa_supplicant(  967): WPS:  * Model Number
01-07 03:12:40.425 D/wpa_supplicant(  967): WPS:  * Device Name
01-07 03:12:40.425 D/wpa_supplicant(  967): WPS:  * Version2 (0x20)
01-07 03:12:40.425 D/wpa_supplicant(  967): P2P: * P2P IE header
01-07 03:12:40.425 D/wpa_supplicant(  967): P2P: * Capability dev=27 group=00
01-07 03:12:40.425 D/wpa_supplicant(  967): P2P: * Listen Channel: Regulatory Class 81 Channel 1
01-07 03:12:40.425 D/wpa_supplicant(  967): nl80211: wpa_driver_nl80211_check_iface iface is UP
01-07 03:12:40.425 V/WifiMonitor(  203): Event [CTRL-EVENT-STATE-CHANGE id=-1 state=3 BSSID=00:00:00:00:00:00]
01-07 03:12:40.425 V/WifiMonitor(  203): Event [CTRL-EVENT-STATE-CHANGE id=-1 state=3 BSSID=00:00:00:00:00:00]
01-07 03:12:40.425 V/WifiStateTracker(  203): handleMessage(): msg.what= 3
01-07 03:12:40.425 V/WifiStateTracker(  203): Changing supplicant state: INACTIVE ==> SCANNING
01-07 03:12:40.455 D/WifiStateTracker(  203): requestConnectionInfo
01-07 03:12:40.455 D/WifiStateTracker(  203): requestConnectionStatus
01-07 03:12:40.525 D/wpa_supplicant(  967): Scan requested (ret=0) - scan timeout 10 seconds
01-07 03:12:40.525 D/wpa_supplicant(  967): nl80211: Event message available
01-07 03:12:40.525 D/wpa_supplicant(  967): nl80211: Scan trigger
01-07 03:12:40.525 E/wpa_supplicant(  967): CMD: DRIVER SCAN-PASSIVE
01-07 03:12:40.525 E/wpa_supplicant(  967): nl80211: issue private commands SCAN-PASSIVE
01-07 03:12:40.525 E/wpa_supplicant(  967): wpa_driver_priv_driver_cmd SCAN-PASSIVE len = 0, 12
01-07 03:12:40.525 D/wpa_supplicant(  967): REPLY: OK
01-07 03:12:40.525 D/NetworkStateTracker(  203): setDetailed state, old =IDLE and new state=SCANNING
01-07 03:12:40.525 V/WifiStateTracker(  203): handleMessage(): msg.what= 3
01-07 03:12:40.525 V/WifiStateTracker(  203): Changing supplicant state: SCANNING ==> SCANNING
01-07 03:12:40.525 D/ConnectivityService(  203): Dropping ConnectivityChange for WIFI: DISCONNECTED/SCANNING
01-07 03:12:40.535 E/wpa_supplicant(  967): CMD: STATUS
01-07 03:12:40.535 D/wpa_supplicant(  967): REPLY: wpa_state=SCANNING
01-07 03:12:40.535 D/wpa_supplicant(  967): p2p_device_address=02:09:23:20:11:aa
01-07 03:12:40.535 D/wpa_supplicant(  967): address=00:09:23:20:11:aa
01-07 03:12:40.535 E/wpa_supplicant(  967): CMD: DRIVER RSSI-APPROX
01-07 03:12:40.535 E/wpa_supplicant(  967): nl80211: issue private commands RSSI-APPROX
01-07 03:12:40.535 E/wpa_supplicant(  967): wpa_driver_priv_driver_cmd  rssi 0 len = 7, 7
01-07 03:12:40.535 D/wpa_supplicant(  967): REPLY:  rssi 0
01-07 03:12:40.535 E/wpa_supplicant(  967): CMD: DRIVER LINKSPEED
01-07 03:12:40.535 E/wpa_supplicant(  967): nl80211: issue private commands LINKSPEED
01-07 03:12:40.535 E/wpa_supplicant(  967): wpa_driver_priv_driver_cmd LinkSpeed 65 len = 12, 12
01-07 03:12:40.535 D/wpa_supplicant(  967): REPLY: LinkSpeed 65
01-07 03:12:40.535 D/WifiStateTracker(  203): requestConnectionInfo
01-07 03:12:40.535 D/WifiStateTracker(  203): requestConnectionStatus
01-07 03:12:40.535 E/wpa_supplicant(  967): CMD: STATUS
01-07 03:12:40.535 D/wpa_supplicant(  967): REPLY: wpa_state=SCANNING
01-07 03:12:40.535 D/wpa_supplicant(  967): p2p_device_address=02:09:23:20:11:aa
01-07 03:12:40.535 D/wpa_supplicant(  967): address=00:09:23:20:11:aa
01-07 03:12:40.535 E/wpa_supplicant(  967): CMD: DRIVER RSSI-APPROX
01-07 03:12:40.535 E/wpa_supplicant(  967): nl80211: issue private commands RSSI-APPROX
01-07 03:12:40.545 E/wpa_supplicant(  967): wpa_driver_priv_driver_cmd  rssi 0 len = 7, 7
01-07 03:12:40.545 D/wpa_supplicant(  967): REPLY:  rssi 0
01-07 03:12:40.545 E/wpa_supplicant(  967): CMD: DRIVER LINKSPEED
01-07 03:12:40.545 E/wpa_supplicant(  967): nl80211: issue private commands LINKSPEED
01-07 03:12:40.545 E/wpa_supplicant(  967): wpa_driver_priv_driver_cmd LinkSpeed 65 len = 12, 12
01-07 03:12:40.545 D/wpa_supplicant(  967): REPLY: LinkSpeed 65
01-07 03:12:40.545 D/WifiStateTracker(  203): requestConnectionInfo
01-07 03:12:40.545 D/WifiStateTracker(  203): requestConnectionStatus
01-07 03:12:40.545 E/wpa_supplicant(  967): CMD: STATUS
01-07 03:12:40.545 D/wpa_supplicant(  967): REPLY: wpa_state=SCANNING
01-07 03:12:40.545 D/wpa_supplicant(  967): p2p_device_address=02:09:23:20:11:aa
01-07 03:12:40.545 D/wpa_supplicant(  967): address=00:09:23:20:11:aa
01-07 03:12:40.545 E/wpa_supplicant(  967): CMD: DRIVER RSSI-APPROX
01-07 03:12:40.545 E/wpa_supplicant(  967): nl80211: issue private commands RSSI-APPROX
01-07 03:12:40.555 E/wpa_supplicant(  967): wpa_driver_priv_driver_cmd  rssi 0 len = 7, 7
01-07 03:12:40.555 D/wpa_supplicant(  967): REPLY:  rssi 0
01-07 03:12:40.555 E/wpa_supplicant(  967): CMD: DRIVER LINKSPEED
01-07 03:12:40.555 E/wpa_supplicant(  967): nl80211: issue private commands LINKSPEED
01-07 03:12:40.555 E/wpa_supplicant(  967): wpa_driver_priv_driver_cmd LinkSpeed 65 len = 12, 12
01-07 03:12:40.555 D/wpa_supplicant(  967): REPLY: LinkSpeed 65
01-07 03:12:40.605 D/WifiStateTracker(  203): requestConnectionInfo
01-07 03:12:40.605 D/WifiStateTracker(  203): requestConnectionStatus
